ell_or_theta,measured_statistic
44.83872679,0.0418973407331
56.4400570608,0.0320039924851
71.0596408109,0.0222142823276
89.460247746,0.0198142739533
112.607508334,0.0165971849785
141.747386023,0.012038641895
178.44158341,0.00773682452932
224.623030262,0.0061012463526
