ell_or_theta,measured_statistic
22.4745125892,2.14101353027e-05
28.2933267257,0.000110438907786
35.6183055502,4.87399882357e-05
44.8388543217,9.71585983863e-05
56.4481805547,6.42793686543e-05
71.0614832379,6.00059734606e-05
89.4551889545,3.11217710259e-05
112.616491037,2.57139513624e-05
141.768001895,-1.31991634861e-06
178.461415964,1.81542821587e-05
224.648167823,-3.36995191838e-06
