z,dndz
0.0051,0.0037650656179527963
0.015099999999999999,0.008802463755075863
0.0251,0.013476338315293098
0.035100000000000006,0.01885129405954298
0.0451,0.025174007700725753
0.0551,0.03309362848331617
0.0651,0.04296069699933067
0.07510000000000001,0.05517768578034295
0.0851,0.06438262206699319
0.0951,0.08074118302775289
0.10510000000000001,0.09651550966848459
0.1151,0.11356216882838846
0.1251,0.12242954750791095
0.1351,0.13095936858030788
0.1451,0.14046291351941592
0.1551,0.15214759991995827
0.1651,0.15704218522329882
0.17509999999999998,0.16971357847545512
0.1851,0.17911325953545099
0.1951,0.18998001788795665
0.2051,0.19727645539585192
0.21509999999999999,0.20642945974294474
0.2251,0.21506314469445786
0.23509999999999998,0.22426808098110865
0.24509999999999998,0.2277864698861601
0.2551,0.23605663126076615
0.2651,0.24157439983880083
0.2751,0.2432621878744356
0.2851,0.2465988149910354
0.2951,0.2450408568042962
0.3051,0.22603376692607852
0.3151,0.209636257010649
0.3251,0.20453394394907748
0.3351,0.2027293090494385
0.3451,0.19854878791502104
0.35509999999999997,0.19695188077361397
0.3651,0.19756208106342016
0.3751,0.19467985841795263
0.3851,0.19288820650320315
0.3951,0.19612096974068577
0.4051,0.19886037955237013
0.4151,0.2118693304116425
0.4251,0.2353166011220663
0.4351,0.266722441569752
0.4451,0.29522009340218874
0.4551,0.32321140882393773
0.4651,0.35279963138709186
0.47509999999999997,0.3737671519836249
0.4851,0.39885027879012613
0.4951,0.42559522766248126
0.5051,0.4530672236886505
0.5151,0.4710356747757081
0.5251,0.4933274598309695
0.5351,0.5568272389254816
0.5451,0.639463937747112
0.5551,0.7500270370660401
0.5651,0.8852837736447822
0.5751,1.0518424867920952
0.5851,1.2524685522894339
0.5951,1.4703749706746934
0.6051,1.6666647192189412
0.6151,1.874197732677493
0.6251,2.043547787576042
0.6351,2.1996162489326245
0.6451,2.3274597011394733
0.6551,2.4314923590589865
0.6651,2.5506761603445307
0.6751,2.671703545484388
0.6851,2.8057528644684293
0.6951,2.9582120560257277
0.7051000000000001,3.0744097707866884
0.7151,3.0542991271928757
0.7251,2.9799975046702727
0.7351,2.894543498127692
0.7451,2.8069083501235768
0.7551,2.706549876927808
0.7651,2.585444593878584
0.7751,2.4705451776065925
0.7851,2.3508290739405515
0.7951,2.245666896335655
0.8051,2.145035780457224
0.8151,2.026098655884573
0.8251000000000001,1.9271293620718974
0.8351,1.8190719788367464
0.8451,1.722205928576144
0.8551,1.6360378578646637
0.8651,1.5443520185750066
0.8751,1.4511341870684442
0.8851,1.3489970449427822
0.8951,1.2464704132705005
0.9051,1.1421001977438257
0.9151,1.0307321533618163
0.9251,0.912210484305539
0.9351,0.8078662347487581
0.9451,0.7148171820457115
0.9551000000000001,0.66289822547267
0.9651,0.6211968780075773
0.9751,0.5887394157838138
0.9851,0.5749774518009809
0.9951,0.5595147167976268
1.0050999999999999,0.5319648228621168
1.0151000000000001,0.49083472673218176
1.0251,0.4320347881676937
1.0351000000000001,0.3729751899053858
1.0451,0.32702840638139136
1.0551000000000001,0.292078211058985
1.0651,0.26803372304359335
1.0751000000000002,0.24691040662835015
1.0851,0.22831877226663558
1.0951000000000002,0.20707860898739444
1.1051,0.18773396150210425
1.1151000000000002,0.17311512051649974
1.1251,0.15761343655845964
1.1351000000000002,0.14678562716063714
1.1451,0.13565920911030885
1.1551,0.12995967874385372
1.1651,0.12362398211770104
1.1750999999999998,0.11602893595739486
1.1851,0.11522399089429121
1.1950999999999998,0.11173156795893509
1.2051,0.10089077557623059
1.2150999999999998,0.08836219515792691
1.2251,0.07565185295103548
1.2350999999999999,0.06916036050637868
1.2451,0.0665507805435181
1.2550999999999999,0.06403208147497137
1.2651000000000001,0.057774282758250535
1.2751,0.0566317800879951
1.2851000000000001,0.050542760174820206
1.2951,0.04559624293190075
1.3051000000000001,0.041039215235641135
1.3151,0.03750784334571891
1.3251000000000002,0.035664259491495744
1.3351,0.034067352350090556
1.3451000000000002,0.03314556042286911
1.3551,0.03479439950376236
1.3651000000000002,0.03436596100255639
1.3751,0.035274769944756014
1.3851000000000002,0.033184509377535094
1.3951,0.0320290237223577
1.4051,0.031938142828203654
1.4151,0.03252237714809353
1.4250999999999998,0.032301666405139436
1.4351,0.0319121768583198
1.4450999999999998,0.03196410879796766
1.4551,0.03076967418808433
1.4650999999999998,0.03114618074986216
1.4751,0.031016350901042135
1.4850999999999999,0.031081265825452148
1.4951,0.031133197764980157
1.5050999999999999,0.030795640157808387
1.5151000000000001,0.030756691203262253
1.5251,0.02988683121560877
1.5351000000000001,0.029263647940913087
1.5451,0.027718672739095833
1.5551000000000001,0.026861795736384277
1.5651,0.02671898290254242
1.5751000000000002,0.02571929306610886
1.5851,0.02642037425011653
1.5951000000000002,0.024745569199399353
1.6051,0.02490136501800336
1.6151000000000002,0.024291164728249607
1.6251,0.023538151604614047
1.6351000000000002,0.02247354684373052
1.6451,0.02144789103751298
1.6551000000000002,0.022681274601942438
1.6651,0.021279112233827217
1.6750999999999998,0.021240163279241133
1.6851,0.02116226536984924
1.6950999999999998,0.020629962989407478
1.7051,0.020305388367137685
1.7150999999999998,0.01995484777520376
1.7251,0.01912393674221626
1.7350999999999999,0.018163195860388753
1.7451,0.018072314966174785
1.7550999999999999,0.017552995570575075
1.7651000000000001,0.01757896154041898
1.7751,0.015748360670937992
1.7851000000000001,0.015930122459385906
1.7951,0.01582625858034986
1.8051000000000001,0.016111884247813846
1.8151,0.014852534713560453
1.8251000000000002,0.014164436514434782
1.8351,0.014930432622992295
1.8451000000000002,0.014177419499296809
1.8551,0.014203385469060813
1.8651000000000002,0.013878810846890896
1.8751,0.013034916829061343
1.8851000000000002,0.013047899813883419
1.8951,0.012853155040633404
1.9051000000000002,0.012827189070849423
1.9151,0.011905397143667926
1.9250999999999998,0.011723635355180064
1.9351,0.011658720430790024
1.9450999999999998,0.011905397143608
1.9551,0.011632754461085946
1.9650999999999998,0.010736928503568579
1.9751,0.010866758352468506
1.9850999999999999,0.010217609108048769
1.9951,0.01095763924670245
2.0051,0.010490251790730628
2.0151000000000003,0.01041235388135871
2.0251000000000006,0.00955547687870708
2.0351000000000004,0.009321783150671229
2.0451,0.009269851211083292
2.0551,0.009321783150631278
2.0651,0.009153004347085342
2.0751000000000004,0.00958144284849106
2.0851,0.009062123452831423
2.0951,0.008555787042193617
2.1051,0.008335076299059744
2.1151000000000004,0.008335076299039769
2.1251,0.008231212419943797
2.1351,0.00864666793638761
2.1451000000000002,0.007958569737281915
2.1551000000000005,0.008049450631495883
2.1651000000000002,0.007711893024384037
2.1751,0.008659650921269612
2.1851000000000003,0.007452233326524256
2.1951000000000005,0.007426267356860128
2.2051000000000003,0.007426267356780226
2.2151,0.007062743779824473
2.2251000000000003,0.007685927054600057
2.2351000000000005,0.006919930946082494
2.2451000000000003,0.007179590643982226
2.2551,0.00638762856556083
2.2651000000000003,0.007036777810080443
2.2751000000000006,0.0066602712483625395
2.2851000000000004,0.006296747671346861
2.2951,0.006270781701662757
2.3051000000000004,0.005647598426907149
2.3151,0.005946207079412937
2.3251000000000004,0.005959190064314915
2.3351,0.005699530366435159
2.3451,0.005842343200277015
2.3551,0.005400921714069197
2.3651000000000004,0.00575146230600312
2.3751,0.005920241109608981
2.3851,0.004972483212643505
2.3951000000000002,0.005128279031307438
2.4051000000000005,0.005374955744305192
2.4151000000000002,0.005439870668675254
2.4251,0.004751772469569559
2.4351000000000003,0.005128279031347389
2.4451000000000005,0.004608959635767653
2.4551000000000003,0.0051152960465253115
2.4651,0.004297367998399837
2.4751000000000003,0.004647908590453611
2.4851000000000005,0.004141572179715928
2.4951000000000003,0.004336316953045845
2.5051,0.00440123187761566
2.5151000000000003,0.0044142148623977865
2.5251000000000006,0.0037520826331359975
2.5351000000000004,0.0039727933761300425
2.5451,0.003959810391327941
2.5551000000000004,0.0038948954668180514
2.5651,0.0031808312979283754
2.5751000000000004,0.003219780252634309
2.5851,0.0035573378596662542
2.5951,0.0036482187539401494
2.6051,0.0035443548748441776
2.6151000000000004,0.0033885590561602693
2.6251,0.003115916373438461
2.6351,0.003206797267732331
2.6451000000000002,0.0034664569654722604
2.6551000000000005,0.003284695177104248
2.6651000000000002,0.0031938142827904028
2.6751,0.003271712192142344
2.6851000000000003,0.003115916373458436
2.6951000000000005,0.002674494887250618
2.7051000000000003,0.0027134438419365763
2.7151,0.0029341545850105227
2.7251000000000003,0.002999069509500437
2.7351000000000005,0.002713443841896626
2.7451000000000003,0.00292117160012852
2.7551,0.002622562947682657
2.7651000000000003,0.002999069509440511
2.7751000000000006,0.0030120524943025384
2.7851000000000004,0.0023499202650407495
2.7951,0.0025706310081346708
2.8051000000000004,0.0022330734010228242
2.8151,0.002103243552082946
2.8251000000000004,0.0022590393707868296
2.8351,0.0026225629476626816
2.8451,0.0023499202650007988
2.8551,0.0024537841440967706
2.8651000000000004,0.002168158476512935
2.8751,0.002168158476612811
2.8851,0.0020513116124950097
2.8951000000000002,0.0025316820534686878
2.9051000000000005,0.0020642945974369384
2.9151000000000002,0.002323954295276744
2.9251,0.0020642945973770124
2.9351000000000003,0.0022200904160609206
2.9451000000000005,0.00185656683926497
2.9551000000000003,0.0019734137031630432
2.9651,0.0018435838543030662
2.9751000000000003,0.001986396688045046
2.9851000000000005,0.0019604307184008926
2.9951000000000003,0.0017137540054031387
3.0051,0.0015969071413652384
3.0151000000000003,0.0018176178845790115
3.0251000000000006,0.001804634899637083
3.0351000000000004,0.0017137540054031387
3.0451,0.0018565668392050442
3.0551000000000004,0.0015190092320732224
3.0651000000000006,0.0015449752018572031
3.0751000000000004,0.001544975201797277
3.0851,0.001376196398351218
