ell_or_theta,measured_statistic
71.0602449745,0.000112851648643
89.4578801607,7.7731309644e-05
112.614864461,7.98271280944e-05
141.763190935,5.35390561255e-05
178.461420308,5.01388907259e-05
224.635853212,4.67037848223e-05
