ell_or_theta,measured_statistic
22.4746550816,-5.11820280528e-05
28.2941002114,7.25563678989e-05
35.6183068811,2.91571458946e-05
44.8405628754,4.54863714146e-05
56.4491122685,3.10466184984e-06
71.061439042,1.44749260573e-05
89.4581598465,1.24136387566e-05
112.616567605,1.6581704062e-05
141.767436796,1.39347941234e-05
178.460650672,8.64010114946e-06
224.645920888,-8.5068029551e-07
