ell_or_theta,measured_statistic
71.0602633436,5.54503687697e-05
89.4577120328,4.23769556871e-05
112.613294508,2.98383877768e-05
141.761292056,5.11371478712e-05
178.458608713,3.53275079002e-05
224.6366572,1.15418758954e-05
