ell_or_theta,measured_statistic
28.2943571582,3.66795334273e-05
35.6185274949,4.2831046746e-05
44.839742376,7.14741524914e-06
56.4490491922,-1.12515775551e-07
71.0606344827,1.11347579671e-05
89.4564139048,-2.89433896907e-06
112.616022468,-6.53152169998e-06
141.767335915,1.15825333382e-05
178.461330468,4.99031125838e-06
224.645928089,-3.83079685112e-06
