ell_or_theta,measured_statistic
35.619052961,0.000137629104218
44.8398750112,0.000143795464372
56.4482610152,0.000133955758723
71.0602389867,0.000108084577663
89.4543260232,9.24464633417e-05
112.616763825,8.42420915619e-05
141.763628542,8.43273914986e-05
178.463834415,4.76521545172e-05
224.648344144,2.4539023671e-05
