ell_or_theta,measured_statistic
28.2938005808,3.24862615878e-05
35.6175182157,4.69769716082e-05
44.839144299,1.2053035639e-05
56.4482263077,-2.54266327691e-06
71.0595538133,-8.0864485773e-07
89.455423111,7.24817456235e-06
112.615306256,3.58343389045e-05
141.765583547,6.44559146514e-06
178.459025047,8.93810243609e-06
224.643718662,1.14860659265e-05
