ell_or_theta,measured_statistic
28.2930655987,0.0497670634382
35.6151951791,0.0416508301896
44.8320495086,0.0336083971734
56.4398924574,0.0260101708015
71.0530173265,0.018596791757
89.4479718445,0.0135206250663
112.608209381,0.0101328177901
141.765932782,0.00693707096557
178.456773366,0.0037054681541
224.642793471,0.00113510457174
