ell_or_theta,measured_statistic
71.0592591143,1.20660726619e-06
89.454392419,1.17863968623e-06
112.616606136,7.94079889796e-07
141.764490702,9.5982677977e-07
178.460983744,5.49149128346e-07
224.643588473,5.73964789021e-07
