ell_or_theta,measured_statistic
44.8381971441,2.95977390129e-06
56.44646048,5.13773600056e-06
71.0585298472,5.09138602786e-06
89.4524446058,1.96705570322e-06
112.61891512,2.01519635119e-06
141.762931536,2.43093398661e-06
178.462620927,1.84938375181e-06
224.647192863,2.24188686301e-06
