ell_or_theta,measured_statistic
56.4471271914,4.76282794816e-06
71.0592411513,2.61295043409e-06
89.4536687804,2.7145090919e-06
112.618292764,1.9861865496e-06
141.764040453,1.94668659763e-06
178.462429974,1.45344446874e-06
224.645347996,1.28227282812e-06
