ell_or_theta,measured_statistic
44.8376133999,4.86606664261e-05
56.4464088041,5.59178538723e-06
71.0585233903,5.26175805156e-06
89.455308269,2.58253403598e-05
112.612875899,2.06727106777e-05
141.765370474,2.0890406649e-05
178.464446792,1.36400002181e-05
224.646968752,2.48250150187e-05
