ell_or_theta,measured_statistic
35.6184384873,0.000120200709399
44.8392748005,0.000108932512327
56.4482189886,8.42031772276e-05
71.0602763449,7.94977916301e-05
89.4540241946,6.09806974471e-05
112.615224899,5.78943776352e-05
141.764391961,4.37965250634e-05
178.463206307,3.29113198181e-05
224.646336108,2.19353765466e-05
