ell_or_theta,measured_statistic
17.8488009161,0.0576809551632
22.4751465078,0.045322776051
28.2908734048,0.0369207735647
35.6115263709,0.0282136704139
44.8346389091,0.0203630330171
56.4428415765,0.014618628068
71.0513292532,0.0105435671549
89.4556891341,0.00746764505634
112.606130149,0.0048628945558
141.760505264,0.00315426176809
178.450677797,0.00053907205529
224.638344887,-0.000834772186139
