ell_or_theta,measured_statistic
28.2953949633,0.000186014155542
35.6190837991,0.000143455256773
44.8401372905,9.99294601153e-05
56.4486038898,0.000122048576522
71.0605404126,8.67165630289e-05
89.4569328679,0.000105288034308
112.618508624,7.32100406708e-05
141.766993185,5.81700876957e-05
178.461409712,5.88186758392e-05
224.645828932,3.15402076492e-05
