ell_or_theta,measured_statistic
56.447686833,8.90175729333e-07
71.0595910408,3.11088789511e-06
89.4549406347,5.57694487317e-07
112.618310591,9.74793239698e-07
141.764457425,4.36318623378e-07
178.462246901,9.69702035144e-08
224.645870462,1.01753504343e-06
